http://dbpedia.org/property/ethnicity,count,adjective
http://dbpedia.org/resource/Lakota_people,1,
http://dbpedia.org/resource/Palor_people,1,
http://dbpedia.org/resource/Warrongo_people,1,
http://dbpedia.org/resource/Ngulgule_people,1,
http://dbpedia.org/resource/Nottoway_people,1,
spoken by 30% or less,1,
http://dbpedia.org/resource/Kanembu_people,1,
http://dbpedia.org/resource/Wemale_people,1,
http://dbpedia.org/resource/Mamasani_(tribe),1,
http://dbpedia.org/resource/Diyari,1,
Sufi,1,
http://dbpedia.org/resource/Latjilatji,1,
http://dbpedia.org/resource/Yan-nhaŋu,1,
Jewish Occidental European,1,
http://dbpedia.org/resource/Lucayan_people,1,
http://dbpedia.org/resource/Saurashtra_people,1,
http://dbpedia.org/resource/Gumbaynggirr,1,
http://dbpedia.org/resource/Dayak_Mualang,1,
http://dbpedia.org/resource/Putijarra,1,
2.6,1,
http://dbpedia.org/resource/Purépecha,1,
http://dbpedia.org/resource/Rade_people,1,
http://dbpedia.org/resource/Runyejes_people,1,
101,1,
http://dbpedia.org/resource/Yuin,1,
http://dbpedia.org/resource/Ogea_people,1,
http://dbpedia.org/resource/Balto-Slavic,1,
http://dbpedia.org/resource/Gana_and_Gwi_people,1,
http://dbpedia.org/resource/Haudenosaunee,1,
"Teke, Bongo Pygmies",1,
http://dbpedia.org/resource/Mualgal,1,
http://dbpedia.org/resource/Dusun_people,1,
http://dbpedia.org/resource/Dolgans,1,
http://dbpedia.org/resource/Turkana_people,1,
Yamphu Rai,1,
http://dbpedia.org/resource/Caquetio_people,1,
http://dbpedia.org/resource/Panzaleo_people,1,
http://dbpedia.org/resource/Daasanach_people,1,
http://dbpedia.org/resource/Lurs,1,
http://dbpedia.org/resource/Zay_people,1,
http://dbpedia.org/resource/Asua_people,1,
100000,1,
http://dbpedia.org/resource/Didinga_people,1,
http://dbpedia.org/resource/Frisian,1,
http://dbpedia.org/resource/Kumam_people,1,
http://dbpedia.org/resource/Nepali_people,1,
Also used as a first or second language by some other ethnic groups in the region.,1,
"Jambian, Batin etc.",1,
http://dbpedia.org/resource/Mashco_Piro,1,
http://dbpedia.org/resource/Warndarang_people,1,
http://dbpedia.org/resource/Chochenyo_people,1,
Gavião – 520,1,
http://dbpedia.org/resource/Lunda_people,1,
http://dbpedia.org/resource/Crimean_Karaites,1,
Wuthathi,1,
http://dbpedia.org/resource/Russians_(ethnic_group),1,
http://dbpedia.org/resource/Kyode_people,1,
Aomie,1,
"Kipsigis Tribe, clan",1,
http://dbpedia.org/resource/Nanai_people,1,
http://dbpedia.org/resource/Ketagalan_people,1,
http://dbpedia.org/resource/Tarok_people,1,
http://dbpedia.org/resource/Otomi_people,1,
http://dbpedia.org/resource/Sunuwar_people,1,
Bira–Kumu,1,
http://dbpedia.org/resource/Khang_people,1,
http://dbpedia.org/resource/Akawaio_people,1,
Amis people,1,
http://dbpedia.org/resource/Hemba_people,1,
http://dbpedia.org/resource/Khalaj_people,1,
Syrian,1,
http://dbpedia.org/resource/Saafi_people,1,
http://dbpedia.org/resource/Cáhita,1,
Injinoo,1,
http://dbpedia.org/resource/Lake_Miwok_people,1,
"Occitan, French",1,
http://dbpedia.org/resource/Rapa_Nui_people,1,
http://dbpedia.org/resource/Kaqchikel_people,1,
http://dbpedia.org/resource/Philistines,1,
http://dbpedia.org/resource/Rakhine_people,1,
"Dharug, Eora",1,
http://dbpedia.org/resource/Innu_people,1,
http://dbpedia.org/resource/Aluku,1,
Samba,1,
http://dbpedia.org/resource/Yuqui_people,1,
http://dbpedia.org/resource/Kanikkaran,1,
http://dbpedia.org/resource/Atanque_people,1,
http://dbpedia.org/resource/Awinmul,1,
http://dbpedia.org/resource/Gungganyji,1,
http://dbpedia.org/resource/Bolinao_people,1,
http://dbpedia.org/resource/Chothe_people,1,
http://dbpedia.org/resource/Ngaju_people,1,
http://dbpedia.org/resource/Oromo_people,1,
http://dbpedia.org/resource/Djiringanj,1,
"*Indo-Caribbeans 
**Indo-Caribbean Americans 
**British Indo-Caribbean people
**Indo-Caribbean Canadians
**Indo-Caribbeans in the Netherlands",1,
"mostly Miao, some Yao",1,
http://dbpedia.org/resource/Pende_people,1,
Sicilian/Calabrian,1,
http://dbpedia.org/resource/Tambora_culture,1,
http://dbpedia.org/resource/Guugu_Yimithirr_people,1,
http://dbpedia.org/resource/Pima_people,1,
http://dbpedia.org/resource/Qulla_people,1,
http://dbpedia.org/resource/Mexicanos,1,
http://dbpedia.org/resource/Kafwe_Twa,1,
http://dbpedia.org/resource/Temne_people,1,
http://dbpedia.org/resource/Chumash_people,1,
http://dbpedia.org/resource/Netsilik_Inuit,1,
http://dbpedia.org/resource/Sui_people,1,
http://dbpedia.org/resource/Abelam_people,1,
http://dbpedia.org/resource/Beary,1,
http://dbpedia.org/resource/Boholano_people,1,
Sundanese,1,
http://dbpedia.org/resource/Kutai_people,1,
http://dbpedia.org/resource/Edo_people,1,
http://dbpedia.org/resource/Tunumiit_people,1,
http://dbpedia.org/resource/Himba_people,1,
Black British,1,
http://dbpedia.org/resource/Warlmanpa,1,
http://dbpedia.org/resource/Siberian_Finns,1,
http://dbpedia.org/resource/Iroquois,1,
http://dbpedia.org/resource/Duruwa,1,
http://dbpedia.org/resource/Sikiana,1,
http://dbpedia.org/resource/Iwaidja_people,1,
http://dbpedia.org/resource/Malaysian_Chinese,1,
http://dbpedia.org/resource/Chukchi_people,1,
http://dbpedia.org/resource/Yawijibaya,1,
http://dbpedia.org/resource/Werni_people,1,
http://dbpedia.org/resource/Badaga_people,1,
84,1,
Liberian Americo-Liberian,1,
http://dbpedia.org/resource/Kunggara,1,
Monpa people etc.,1,
http://dbpedia.org/resource/Occaneechi,1,
http://dbpedia.org/resource/Seri_people,1,
http://dbpedia.org/resource/Maithils,1,
http://dbpedia.org/resource/Tonga_people_of_Zambia_and_Zimbabwe,1,
http://dbpedia.org/resource/Musgum_people,1,
http://dbpedia.org/resource/Gugu-Badhun,1,
http://dbpedia.org/resource/Norweilemil,1,
http://dbpedia.org/resource/Mopan_people,1,
http://dbpedia.org/resource/Chinookan_peoples,1,
28800,1,
http://dbpedia.org/resource/Istro-Romanians,1,
1900000,1,
http://dbpedia.org/resource/Koori,1,
http://dbpedia.org/resource/Pakadji,1,
http://dbpedia.org/resource/Rabai_people,1,
http://dbpedia.org/resource/Djankun,1,
Machiguenga,1,
http://dbpedia.org/resource/Boa_people,1,
Predominantly white Americans,1,
70.1,1,
http://dbpedia.org/resource/Sumbwa_people,1,
http://dbpedia.org/resource/Acroá,1,
http://dbpedia.org/resource/Mgbo_people,1,
http://dbpedia.org/resource/Chinese,1,
http://dbpedia.org/resource/Oro_people,1,
http://dbpedia.org/resource/Siberian_Tatars,1,
http://dbpedia.org/resource/Finland-Swedes,1,
Balts and Slavs,1,
http://dbpedia.org/resource/Pa'O_people,1,
http://dbpedia.org/resource/Navajo,1,
http://dbpedia.org/resource/Gyele_people,1,
"Gungawa, Yaurawa",1,
"Hkongso, Anu",1,
http://dbpedia.org/resource/Pacoh_people,1,
http://dbpedia.org/resource/Gambalang,1,
http://dbpedia.org/resource/Wamesa_people,1,
http://dbpedia.org/resource/Demographics_of_Cape_Verde,1,
http://dbpedia.org/resource/Isukha_tribe_(Luhya),1,
http://dbpedia.org/resource/Yolngu,1,
http://dbpedia.org/resource/Inpui_Naga_people,1,
Kpeera,1,
http://dbpedia.org/resource/Maasai_people,1,
http://dbpedia.org/resource/Ticuna_people,1,
http://dbpedia.org/resource/Ciboney_people,1,
"Tjungundji, Jupangati , Winduwinda, etc.",1,
http://dbpedia.org/resource/Cherokee,1,
http://dbpedia.org/resource/Lishipa_tribe,1,
Israelites; Jews and Samaritans,1,
http://dbpedia.org/resource/Pochuri_Naga,1,
http://dbpedia.org/resource/Bilinarra,1,
http://dbpedia.org/resource/Siltʼe_people,1,
http://dbpedia.org/resource/Gonja_people,1,
http://dbpedia.org/resource/Kipsigis_people,1,
http://dbpedia.org/resource/Aweti_people,1,
http://dbpedia.org/resource/Ualarai,1,
http://dbpedia.org/resource/Koch_people,1,
http://dbpedia.org/resource/Shilluk_people,1,
http://dbpedia.org/resource/Meghwar_Bhil,1,
http://dbpedia.org/resource/Yungkurara,1,
http://dbpedia.org/resource/Armeno-Tats,1,
http://dbpedia.org/resource/Kazakhs_in_China,1,
http://dbpedia.org/resource/Mishar_Tatars,1,
http://dbpedia.org/resource/Kupari,1,
1850,1,
http://dbpedia.org/resource/Yakö_people,1,
Iranian Roma,1,
http://dbpedia.org/resource/Venetian_language,1,
http://dbpedia.org/resource/Gamo_people,1,
http://dbpedia.org/resource/Balendru_people,1,
http://dbpedia.org/resource/Cebuano_people,1,
Finnish,1,
http://dbpedia.org/resource/Tagalog_people,1,
http://dbpedia.org/resource/Nuer_people,1,
http://dbpedia.org/resource/Boigu,1,
http://dbpedia.org/resource/Fali_people,1,
http://dbpedia.org/resource/Tboli_people,1,
http://dbpedia.org/resource/Syrian,1,
http://dbpedia.org/resource/Walloons,1,
http://dbpedia.org/resource/Yangga,1,
http://dbpedia.org/resource/Portaulun_people,1,
Ghanaian,1,
http://dbpedia.org/resource/Banyarwanda,1,
http://dbpedia.org/resource/Umiida,1,
http://dbpedia.org/resource/Wik_Iyanh,1,
http://dbpedia.org/resource/Kulin_people,1,
http://dbpedia.org/resource/Bissa_people,1,
http://dbpedia.org/resource/Ngugi_people,1,
http://dbpedia.org/resource/Simalungun_people,1,
http://dbpedia.org/resource/Pakistani_people,1,
http://dbpedia.org/resource/Kadazan,1,
Nanjing People,1,
http://dbpedia.org/resource/Chʼol_people,1,
http://dbpedia.org/resource/Khmu_people,1,
http://dbpedia.org/resource/Bahun,1,
http://dbpedia.org/resource/Bohemia,1,
http://dbpedia.org/resource/Ma'Di_people,1,
http://dbpedia.org/resource/Demography_of_the_Roman_Empire,1,
http://dbpedia.org/resource/Karlal,1,
http://dbpedia.org/resource/Bazigar,1,
http://dbpedia.org/resource/Ambundu,1,
Chippewa,1,
http://dbpedia.org/resource/Menthe_people,1,
http://dbpedia.org/resource/Otoro_Nuba_people,1,
http://dbpedia.org/resource/Bo_people_(Andaman),1,
http://dbpedia.org/resource/Zo'é_people,1,
http://dbpedia.org/resource/Pima_Bajo_people,1,
"Tariana people: 1,910 in Brazil , 330 in Colombia",1,
"Karanga, Bakha , Kashmere, Koniere",1,
http://dbpedia.org/resource/Bamum_people,1,
21000,1,
http://dbpedia.org/resource/Baranha,1,
http://dbpedia.org/resource/Takpa_people,1,
Cantonese and Taishanese,1,
7500,1,
http://dbpedia.org/resource/Plains_Apache,1,
http://dbpedia.org/resource/Hi-Merimã_people,1,
http://dbpedia.org/resource/Bajau_people,1,
France,1,
http://dbpedia.org/resource/Balanda_Bviri_people,1,
http://dbpedia.org/resource/Subia_people,1,
http://dbpedia.org/resource/South_African_people,1,
http://dbpedia.org/resource/Pari_people,1,
http://dbpedia.org/resource/Ngaanyatjarra,1,
Eritrean,1,
http://dbpedia.org/resource/Warao_people,1,
http://dbpedia.org/resource/Kokna,1,
http://dbpedia.org/resource/Toucouleur_people,1,
http://dbpedia.org/resource/Mawé_people,1,
http://dbpedia.org/resource/Maltese_Australians,1,
Tato Enga,1,
http://dbpedia.org/resource/Gbaya_people,1,
include Mbenga,1,
http://dbpedia.org/resource/Gha-Mu_people,1,
http://dbpedia.org/resource/Alaguilac_people,1,
Marori; 250,1,
http://dbpedia.org/resource/Engenni_people,1,
http://dbpedia.org/resource/Chak_people,1,
http://dbpedia.org/resource/Sambal_people,1,
http://dbpedia.org/resource/Kaurna,1,
spanish,1,
http://dbpedia.org/resource/Chono_people,1,
http://dbpedia.org/resource/Bigambul_people,1,
http://dbpedia.org/resource/Kadaru_people,1,
http://dbpedia.org/resource/Mararit_people,1,
http://dbpedia.org/resource/Juǀʼhoansi,1,
http://dbpedia.org/resource/Mek_people,1,
"http://dbpedia.org/resource/Ate,_Nigeria",1,
Mishmi people,1,
later French,1,
http://dbpedia.org/resource/Lepontii,1,
http://dbpedia.org/resource/Etoro_people,1,
http://dbpedia.org/resource/Lokono,1,
http://dbpedia.org/resource/Pontianak_Malays,1,
http://dbpedia.org/resource/Tapayúna_people,1,
http://dbpedia.org/resource/Cora_people,1,
http://dbpedia.org/resource/Bhumij_people,1,
http://dbpedia.org/resource/Tarao_Naga_people,1,
http://dbpedia.org/resource/Adriatic_Veneti,1,
South Tyroleans,1,
http://dbpedia.org/resource/Simeulue_people,1,
http://dbpedia.org/resource/Igbo,1,
http://dbpedia.org/resource/Kali'na_people,1,
http://dbpedia.org/resource/Zaghawa_people,1,
http://dbpedia.org/resource/Fungor_people,1,
http://dbpedia.org/resource/Alyutors,1,
http://dbpedia.org/resource/Ngoni_people,1,
ca. 340 Tanana,1,
1536,1,
http://dbpedia.org/resource/Tigrayans,1,
http://dbpedia.org/resource/Ngarkat,1,
http://dbpedia.org/resource/Korwa_people,1,
http://dbpedia.org/resource/Wodiwodi,1,
http://dbpedia.org/resource/Mohawk_people,1,
Haitian,1,
http://dbpedia.org/resource/Kulina_people,1,
http://dbpedia.org/resource/Songhay_people_(subgroup),1,
Noongar,1,
http://dbpedia.org/resource/Maithakari,1,
http://dbpedia.org/resource/Albanian_Americans,1,
http://dbpedia.org/resource/Sanhaja_Berbers,1,
"English, French",1,
http://dbpedia.org/resource/Meriam_people,1,
http://dbpedia.org/resource/Syilx,1,
http://dbpedia.org/resource/Rimba_people,1,
20709,1,
http://dbpedia.org/resource/Indian_Muslim,1,
Mahasu,1,
http://dbpedia.org/resource/Djagaraga,1,
http://dbpedia.org/resource/Mekan_people,1,
"Tanimuca, Retuarã",1,
"Mikaya, Baluma",1,
http://dbpedia.org/resource/Kwasio_people,1,
http://dbpedia.org/resource/Qahtanite,1,
http://dbpedia.org/resource/Tsimané_people,1,
http://dbpedia.org/resource/Tongva_people,1,
http://dbpedia.org/resource/Tofalar,1,
http://dbpedia.org/resource/Mising_people,1,
http://dbpedia.org/resource/Subori_people,1,
rathwa and Bhil,1,
Pendau,1,
http://dbpedia.org/resource/Datooga_people,1,
http://dbpedia.org/resource/Suquamish,1,
http://dbpedia.org/resource/Hoanya_people,1,
47600,1,
Wola etc.,1,
http://dbpedia.org/resource/Kumal_people,1,
http://dbpedia.org/resource/Bubi_people,1,
http://dbpedia.org/resource/Beta_Israel,1,
http://dbpedia.org/resource/Khotta_people,1,
Majhi people,1,
http://dbpedia.org/resource/Kaantju,1,
http://dbpedia.org/resource/Kalaako,1,
106000,1,
http://dbpedia.org/resource/Kurukh_people,1,
http://dbpedia.org/resource/Moroccan_people,1,
http://dbpedia.org/resource/Powhatan,1,
http://dbpedia.org/resource/Tonga,1,
http://dbpedia.org/resource/Tairora_people,1,
http://dbpedia.org/resource/Ibaloi_people,1,
http://dbpedia.org/resource/Ciguayos,1,
http://dbpedia.org/resource/Pintupi,1,
http://dbpedia.org/resource/Asho_Chin_people,1,
http://dbpedia.org/resource/Potiguara_people,1,
Tlou-tle,1,
http://dbpedia.org/resource/Bawm_people,1,
http://dbpedia.org/resource/Afro-Jamaicans,1,
http://dbpedia.org/resource/White_Dutch,1,
91400,1,
http://dbpedia.org/resource/Italian_American,1,
http://dbpedia.org/resource/Larrakia_people,1,
88.7,1,
http://dbpedia.org/resource/Toogee_people,1,
http://dbpedia.org/resource/Miccosukee,1,
http://dbpedia.org/resource/Ewamin,1,
Jewish Canadian,1,
Majhwar,1,
http://dbpedia.org/resource/Kaiwá_people,1,
http://dbpedia.org/resource/Wonnarua,1,
"Mostly Italian American; to a lesser extent, some  Irish Americans from South Philadelphia",1,
6637,1,
http://dbpedia.org/resource/Extremadurans,1,
http://dbpedia.org/resource/Arab-Berber,1,
http://dbpedia.org/resource/Tausūg_people,1,
http://dbpedia.org/resource/Ngawait,1,
Paiwan,1,
http://dbpedia.org/resource/Perakian_Malay_people,1,
Latvian,1,
Hondurans,1,
Apulians,1,
3300000,1,
http://dbpedia.org/resource/Cofán_people,1,
http://dbpedia.org/resource/Miju_Mishmi,1,
http://dbpedia.org/resource/Kuku_Yalanji,1,
http://dbpedia.org/resource/Seneca_people,1,
http://dbpedia.org/resource/Thalanyji,1,
http://dbpedia.org/resource/Anglo-Saxon,1,
http://dbpedia.org/resource/Plains_and_Sierra_Miwok,1,
http://dbpedia.org/resource/Machiguenga_people,1,
http://dbpedia.org/resource/Nguni_people,1,
http://dbpedia.org/resource/Igede,1,
http://dbpedia.org/resource/Bilingara,1,
Yaminawá and related peoples,1,
http://dbpedia.org/resource/Ngadjunmaia,1,
http://dbpedia.org/resource/Nakota,1,
http://dbpedia.org/resource/Nunukul,1,
http://dbpedia.org/resource/Anmatyerre,1,
http://dbpedia.org/resource/Kwe_people,1,
http://dbpedia.org/resource/Huilliche_people,1,
"Dani, Lani, Yali, etc",1,
Belizean Creoles,1,
http://dbpedia.org/resource/Ngolokwangga,1,
Iraqi Arab,1,
http://dbpedia.org/resource/Moba_people,1,
http://dbpedia.org/resource/Khoikhoi,1,
http://dbpedia.org/resource/Biate_people,1,
http://dbpedia.org/resource/Dimasa_people,1,
Ruthenian,1,
http://dbpedia.org/resource/Fore_people,1,
"French, Breton",1,
http://dbpedia.org/resource/Sistani_Persian_people,1,
http://dbpedia.org/resource/Ngalop_people,1,
http://dbpedia.org/resource/Swedish_people,1,
http://dbpedia.org/resource/Kott_people,1,
Mexican American/Native American,1,
http://dbpedia.org/resource/Djargurd_Wurrung,1,
http://dbpedia.org/resource/Tepiti,1,
Veps,1,
http://dbpedia.org/resource/Walgalu,1,
http://dbpedia.org/resource/Tepehuas,1,
http://dbpedia.org/resource/Koalib_Nuba_people,1,
http://dbpedia.org/resource/Egyptians,1,
18.9,1,
http://dbpedia.org/resource/Deccani_People,1,
"Irish, Scottish, Celtic",1,
http://dbpedia.org/resource/Phai_people,1,
http://dbpedia.org/resource/Eel_River_Athapaskans,1,
"Panteschi, Italians",1,
http://dbpedia.org/resource/Kamrupi_people,1,
980,1,
http://dbpedia.org/resource/Dehwar,1,
http://dbpedia.org/resource/Bozo_people,1,
http://dbpedia.org/resource/Pomo_people,1,
http://dbpedia.org/resource/Barababaraba,1,
http://dbpedia.org/resource/Chuukese_people,1,
http://dbpedia.org/resource/Mursi_people,1,
http://dbpedia.org/resource/Kangeanese_people,1,
http://dbpedia.org/resource/Nyakyusa_people,1,
54200,1,
http://dbpedia.org/resource/Nicola_Athapaskans,1,
http://dbpedia.org/resource/Kwoma_people,1,
1420,1,
http://dbpedia.org/resource/Bilen_people,1,
http://dbpedia.org/resource/Rusyns,1,
Soyots,1,
243000,1,
http://dbpedia.org/resource/Perak_Malay,1,
http://dbpedia.org/resource/Tai_Lue_people,1,
http://dbpedia.org/resource/Lamaholot_people,1,
15800,1,
http://dbpedia.org/resource/Yugambeh_people,1,
http://dbpedia.org/resource/Ekari_people,1,
http://dbpedia.org/resource/Palembang_people,1,
Beosi,1,
http://dbpedia.org/resource/Djangadi,1,
http://dbpedia.org/resource/Sillok_people,1,
793000,1,
http://dbpedia.org/resource/Mongol,1,
1627486,1,
Tolupan,1,
http://dbpedia.org/resource/Irula_people,1,
http://dbpedia.org/resource/Chaldean_people,1,
http://dbpedia.org/resource/Cupeño_people,1,
Silesians,1,
http://dbpedia.org/resource/Kukatj,1,
http://dbpedia.org/resource/Konyak_people,1,
http://dbpedia.org/resource/Mazatec_people,1,
http://dbpedia.org/resource/Yukpa_people,1,
http://dbpedia.org/resource/Oroshoris,1,
http://dbpedia.org/resource/Lebanese_Cypriots,1,
http://dbpedia.org/resource/Lur_people,1,
"Maiwa, Massenrempulu",1,
http://dbpedia.org/resource/Yukul_people,1,
190,1,
http://dbpedia.org/resource/Gorowa_people,1,
http://dbpedia.org/resource/Miluk_people,1,
http://dbpedia.org/resource/Trotj,1,
"Massachusett, Wôpanâak , Pawtucket, Coweset, Nauset, other Algonquian peoples of New England and Long Island, English",1,
http://dbpedia.org/resource/Kipchaks,1,
http://dbpedia.org/resource/Mulluk-Mulluk,1,
http://dbpedia.org/resource/Bakossi_people,1,
http://dbpedia.org/resource/Mizrahi_Jews,1,
http://dbpedia.org/resource/Tai_Daeng_people,1,
12500,1,
Mono and Owens Valley Paiute,1,
http://dbpedia.org/resource/Darumbal,1,
http://dbpedia.org/resource/Swiss_Americans,1,
http://dbpedia.org/resource/Jingpo_people,1,
http://dbpedia.org/resource/Wanjuru,1,
http://dbpedia.org/resource/Cochimí_people,1,
http://dbpedia.org/resource/Berber_people,1,
http://dbpedia.org/resource/Timbira,1,
"Wanda, Sichela",1,
Chamicuro,1,
"Scythians, Sarmatians, and Alans",1,
44600,1,
http://dbpedia.org/resource/Dhakaiyas,1,
http://dbpedia.org/resource/Njakinjaki,1,
http://dbpedia.org/resource/Wongkumara,1,
http://dbpedia.org/resource/Tonkawa,1,
http://dbpedia.org/resource/Inari_Sámi_people,1,
http://dbpedia.org/resource/Sama-Bajau,1,
http://dbpedia.org/resource/Zainichi_Koreans,1,
http://dbpedia.org/resource/Mao_Naga_people,1,
Duna,1,
（优念）,1,
Kirat Athpare of Dhankuta and Bhirgaun,1,
11.9,1,
http://dbpedia.org/resource/Citak_people,1,
http://dbpedia.org/resource/Digor_people,1,
http://dbpedia.org/resource/Mutumui,1,
http://dbpedia.org/resource/Ngarluma,1,
http://dbpedia.org/resource/Lule_people,1,
http://dbpedia.org/resource/Moru_people,1,
http://dbpedia.org/resource/Võros,1,
http://dbpedia.org/resource/Umm_Heitan_people,1,
http://dbpedia.org/resource/Mbugwe_people,1,
http://dbpedia.org/resource/Kaskians,1,
150000,1,
http://dbpedia.org/resource/Nuragic_civilization,1,
Filipino-Norwegian,1,
Malwai Punjabis,1,
http://dbpedia.org/resource/Frafra_people,1,
http://dbpedia.org/resource/Mattole_people,1,
• Priangan,1,
1560,1,
http://dbpedia.org/resource/Kalamaia,1,
http://dbpedia.org/resource/Maram_Naga_people,1,
http://dbpedia.org/resource/Mazahua_people,1,
http://dbpedia.org/resource/Olu__bo_people,1,
http://dbpedia.org/resource/Abkhazians,1,
Second or third language of numerous minorities of the Isan region.,1,
Ojibwe people,1,
http://dbpedia.org/resource/Shihuh_tribe,1,
http://dbpedia.org/resource/Wulili,1,
http://dbpedia.org/resource/Gun_people,1,
http://dbpedia.org/resource/Juru_people,1,
http://dbpedia.org/resource/Palestinian_people,1,
http://dbpedia.org/resource/Kamba_people,1,
http://dbpedia.org/resource/Mandja_people,1,
http://dbpedia.org/resource/Masaba_people,1,
http://dbpedia.org/resource/Northern_Khmer_people,1,
http://dbpedia.org/resource/Shoshone_people,1,
http://dbpedia.org/resource/Nzime_people,1,
some of the Yao peoples,1,
http://dbpedia.org/resource/Persian_Jews,1,
http://dbpedia.org/resource/Marfa_people,1,
http://dbpedia.org/resource/Aché_people,1,
http://dbpedia.org/resource/Worrorra,1,
http://dbpedia.org/resource/Sanumá_people,1,
http://dbpedia.org/resource/Parkatêjê_people,1,
http://dbpedia.org/resource/Nakhi_people,1,
http://dbpedia.org/resource/Gija_people,1,
http://dbpedia.org/resource/Akhvakh_people,1,
http://dbpedia.org/resource/White_Hispanics,1,
http://dbpedia.org/resource/Ashanti_people,1,
http://dbpedia.org/resource/Lisi_people,1,
http://dbpedia.org/resource/Illanun_people,1,
http://dbpedia.org/resource/Yukulta,1,
http://dbpedia.org/resource/White_Southerners,1,
http://dbpedia.org/resource/Umpila,1,
http://dbpedia.org/resource/Tataviam_people,1,
http://dbpedia.org/resource/Tsonga_people,1,
http://dbpedia.org/resource/Umbri,1,
Tharu,1,
http://dbpedia.org/resource/Hinukh_people,1,
http://dbpedia.org/resource/Mountain_Jews,1,
Bolyu,1,
http://dbpedia.org/resource/Lai_people,1,
http://dbpedia.org/resource/Louisiana_Creole_people,1,
http://dbpedia.org/resource/Kurichiya,1,
http://dbpedia.org/resource/Buruna,1,
"* 20px Franconian
* 20px Bohemian
* 20px Zurichois
* 20px Styrian
----",1,
http://dbpedia.org/resource/Sierra_Leone_Creole_people,1,
Mbimu,1,
http://dbpedia.org/resource/Buyang_people,1,
http://dbpedia.org/resource/Kangulu,1,
http://dbpedia.org/resource/Wurla,1,
http://dbpedia.org/resource/Pitjantjatjara,1,
http://dbpedia.org/resource/Alas_people,1,
"Massachusett, Wômpanâak , Pawtucket , Nauset, and Coweset. Neighboring Algonquian peoples as a second language.",1,
http://dbpedia.org/resource/Kuranko_people,1,
2090,1,
http://dbpedia.org/resource/Murle_people,1,
http://dbpedia.org/resource/Maxakali,1,
http://dbpedia.org/resource/Kwisi_people,1,
http://dbpedia.org/resource/Chakma_people,1,
168420,1,
"Albanian, Albanian-American, some Italian-Americans",1,
http://dbpedia.org/resource/Minangkabau_people,1,
http://dbpedia.org/resource/Agta,1,
http://dbpedia.org/resource/Norwegian_people,1,
http://dbpedia.org/resource/Deshastha_Rigvedi_Brahmin,1,
Slovak,1,
http://dbpedia.org/resource/Nogais,1,
http://dbpedia.org/resource/Gauls,1,
http://dbpedia.org/resource/Balears,1,
http://dbpedia.org/resource/Mandan_people,1,
http://dbpedia.org/resource/Somali_People,1,
http://dbpedia.org/resource/Tacuate_people,1,
http://dbpedia.org/resource/Belait_people,1,
http://dbpedia.org/resource/Garre,1,
http://dbpedia.org/resource/Mundugumor_people,1,
http://dbpedia.org/resource/Sena_people,1,
"Ruthenian, Polish",1,
http://dbpedia.org/resource/Krahn,1,
http://dbpedia.org/resource/Yintyingka,1,
million Tujia,1,
http://dbpedia.org/resource/Panyjima_people,1,
Leonese,1,
Australian and Georgian,1,
spoken by 20–30%,1,
http://dbpedia.org/resource/Ndaka_people,1,
http://dbpedia.org/resource/Beothuk_people,1,
http://dbpedia.org/resource/Fon_people,1,
http://dbpedia.org/resource/Utsul,1,
http://dbpedia.org/resource/Quda'a,1,
http://dbpedia.org/resource/Coast_Miwok_people,1,
http://dbpedia.org/resource/Thai_of_foreign_ancestry,1,
http://dbpedia.org/resource/Kungkalenja,1,
http://dbpedia.org/resource/Tulu_people,1,
spoken by 40–50%,1,
http://dbpedia.org/resource/Kulkalgal,1,
Bhaderwahis,1,
http://dbpedia.org/resource/Brokpa,1,
http://dbpedia.org/resource/People_of_Armenia,1,
http://dbpedia.org/resource/Yawuru,1,
http://dbpedia.org/resource/Celts,1,
http://dbpedia.org/resource/Wiknatanja,1,
http://dbpedia.org/resource/Manahoac,1,
http://dbpedia.org/resource/Inughuit,1,
http://dbpedia.org/resource/Maragoli_tribe_(Luhya),1,
half Lezgin - half Russian,1,
http://dbpedia.org/resource/Stillaguamish_Tribe_of_Indians_of_Washington,1,
http://dbpedia.org/resource/Urhobians,1,
http://dbpedia.org/resource/Mixtecs,1,
http://dbpedia.org/resource/Zoque_people,1,
http://dbpedia.org/resource/Margi_people,1,
http://dbpedia.org/resource/Longjia_people,1,
http://dbpedia.org/resource/Mwani_people,1,
http://dbpedia.org/resource/Ijaw_people,1,
http://dbpedia.org/resource/Coeur_d'Alene_people,1,
http://dbpedia.org/resource/Tharrkari,1,
http://dbpedia.org/resource/Kambe_people,1,
http://dbpedia.org/resource/Dappil,1,
http://dbpedia.org/resource/Bari_people,1,
http://dbpedia.org/resource/Sharchops,1,
http://dbpedia.org/resource/Anglo-Saxons,1,
http://dbpedia.org/resource/Cubeo_people,1,
http://dbpedia.org/resource/Nyiha_people,1,
http://dbpedia.org/resource/Gadjerong,1,
http://dbpedia.org/resource/Bassossi,1,
http://dbpedia.org/resource/Wongkadjera,1,
Predominantly Somali,1,
http://dbpedia.org/resource/Ksingmul_people,1,
http://dbpedia.org/resource/Tulishi_people,1,
http://dbpedia.org/resource/Peoples_of_Palawan,1,
http://dbpedia.org/resource/Teushen_people,1,
Men of various ethnicities,1,
90.7,1,
http://dbpedia.org/resource/Bhoksa_people,1,
